distance_km,athlete_gender,athlete_tier,avg_speed,total_athletes
184.0,F,Elite,4.9335,2
184.0,M,Average,3.7915590551181104,127
184.0,M,Elite,5.775866666666667,15
184.8,F,Elite,8.687,1
184.8,M,Average,7.3925,2
184.8,M,Elite,9.313,1
185.0,F,Average,5.699283783783784,74
185.0,F,Elite,8.659333333333333,9
185.0,M,Average,5.744887152777777,576
185.0,M,Elite,8.716045454545455,66
186.0,F,Average,6.297777777777778,9
186.0,F,Elite,7.629,2
186.0,M,Average,6.73634375,96
186.0,M,Elite,8.866272727272728,11
186.68344,F,Average,6.4746,5
186.68344,F,Elite,7.969,1
186.68344,M,Average,6.2975,18
186.68344,M,Elite,8.036,2
187.0,F,Average,4.60125,4
187.0,F,Elite,6.186,1
187.0,M,Average,4.831966101694915,59
187.0,M,Elite,6.268714285714286,7
188.0,F,Average,5.70845652173913,46
188.0,F,Elite,7.9195,6
188.0,M,Average,5.7865839999999995,125
188.0,M,Elite,8.4205,14
189.90212,F,Average,6.365555555555556,27
189.90212,F,Elite,8.420333333333334,3
189.90212,M,Average,6.389032258064516,62
189.90212,M,Elite,9.432714285714285,7
190.0,F,Average,3.9501063829787233,47
190.0,F,Elite,6.251,6
190.0,M,Average,4.573151234567901,324
190.0,M,Elite,7.42772972972973,37
191.0,M,Average,5.681,2
191.0,M,Elite,6.388,1
192.0,F,Average,4.127758620689655,29
192.0,F,Elite,5.52825,4
192.0,M,Average,4.100673913043479,138
192.0,M,Elite,5.9525,16
193.0,F,Average,5.3424375,16
193.0,F,Elite,6.9245,2
193.0,M,Average,5.602236111111111,144
193.0,M,Elite,7.596647058823529,17
193.1,F,Elite,6.27,1
193.1,M,Average,6.2695,2
193.1,M,Elite,6.322,1
193.1208,F,Average,4.581944,125
193.1208,F,Elite,6.0481428571428575,14
193.1208,M,Average,4.837032751091702,458
193.1208,M,Elite,6.748078431372549,51
193.9,M,Average,4.155333333333334,3
193.9,M,Elite,5.369,1
194.0,F,Average,8.767199999999999,20
194.0,F,Elite,11.472333333333333,3
194.0,M,Average,8.722223529411766,85
194.0,M,Elite,12.139199999999999,10
195.4,F,Average,9.099268292682927,123
195.4,F,Elite,11.4765,14
195.4,M,Average,9.634335483870968,465
195.4,M,Elite,12.67701923076923,52
196.0,F,Average,9.056181818181818,99
196.0,F,Elite,11.715090909090907,11
196.0,M,Average,9.360298192771085,332
196.0,M,Elite,12.317702702702702,37
196.3,F,Average,5.4948749999999995,8
196.3,F,Elite,6.428,1
196.3,M,Average,5.560677419354839,31
196.3,M,Elite,7.0605,4
196.9,F,Average,9.5015,2
196.9,F,Elite,10.856,1
196.9,M,Average,10.85264705882353,17
196.9,M,Elite,13.8855,2
197.0,F,Average,5.6084000000000005,10
197.0,F,Elite,8.2945,2
197.0,M,Average,7.056192307692308,26
197.0,M,Elite,9.487666666666668,3
198.0,F,Average,5.0334,5
198.0,F,Elite,5.257,1
198.0,M,Average,5.134416666666667,36
198.0,M,Elite,5.5842,5
199.0,F,Average,4.938,1
199.0,F,Elite,5.049,1
199.0,M,Average,5.245571428571429,7
199.0,M,Elite,5.619,1
199.55816,F,Average,4.871,1
199.55816,F,Elite,4.895,1
199.55816,M,Average,5.020555555555556,18
199.55816,M,Elite,7.723333333333334,3
200.0,F,Average,5.369483282674772,658
200.0,F,Elite,8.140486486486486,74
200.0,M,Average,5.659126210742588,3407
200.0,M,Elite,9.129662269129287,379
200.3,F,Average,6.967,3
200.3,F,Elite,7.948,1
200.3,M,Average,6.909583333333334,12
200.3,M,Elite,7.997999999999999,2
201.0,F,Average,4.159611111111111,18
201.0,F,Elite,7.038666666666667,3
201.0,M,Average,4.696321428571429,224
201.0,M,Elite,7.832999999999999,25
201.1675,F,Average,6.053142857142857,7
201.1675,F,Elite,6.829,1
201.1675,M,Average,5.831272727272728,22
201.1675,M,Elite,7.947333333333333,3
202.0,F,Average,6.731,10
202.0,F,Elite,7.977,2
202.0,M,Average,7.121320754716981,106
202.0,M,Elite,9.290166666666666,12
202.1,F,Average,4.134,1
202.1,F,Elite,4.273,1
202.1,M,Average,4.082800000000001,5
202.1,M,Elite,4.565,1
202.2,F,Average,4.745649350649351,77
202.2,F,Elite,7.356111111111111,9
202.2,M,Average,5.492964523281597,451
202.2,M,Elite,8.185098039215687,51
202.4,F,Average,7.15176923076923,39
202.4,F,Elite,8.945,5
202.4,M,Average,7.222820512820514,234
202.4,M,Elite,9.174115384615384,26
203.0,F,Average,5.396269230769231,52
203.0,F,Elite,7.364,6
203.0,M,Average,5.3230381471389645,367
203.0,M,Elite,8.047536585365854,41
203.09870800000002,F,Average,5.3405000000000005,18
203.09870800000002,F,Elite,6.955333333333333,3
203.09870800000002,M,Average,5.677764705882353,51
203.09870800000002,M,Elite,7.836166666666666,6
203.5,F,Average,7.151,6
203.5,F,Elite,7.674,1
203.5,M,Average,7.282612244897959,49
203.5,M,Elite,8.914166666666667,6
204.0,F,Average,5.779226804123712,97
204.0,F,Elite,7.972363636363636,11
204.0,M,Average,5.607624615384616,650
204.0,M,Elite,7.8705342465753425,73
204.064312,F,Average,5.6907499999999995,8
204.064312,F,Elite,7.139,1
204.064312,M,Average,5.812033333333333,30
204.064312,M,Elite,7.56975,4
204.5,M,Average,7.527142857142857,7
204.5,M,Elite,9.424,1
205.0,F,Average,4.731571428571429,7
205.0,F,Elite,7.619,1
205.0,M,Average,5.154579710144928,69
205.0,M,Elite,8.672625,8
205.99552,F,Average,6.756,2
205.99552,F,Elite,8.146,1
205.99552,M,Average,7.474,2
205.99552,M,Elite,7.917,1
206.0,F,Average,5.873405405405405,37
206.0,F,Elite,7.173400000000001,5
206.0,M,Average,6.218036036036036,222
206.0,M,Elite,8.1196,25
206.5,F,Average,4.132458333333333,24
206.5,F,Elite,5.234999999999999,3
206.5,M,Average,4.112179856115108,139
206.5,M,Elite,5.581235294117647,17
207.0,F,Average,4.968111111111111,18
207.0,F,Elite,8.590333333333334,3
207.0,M,Average,5.65365625,64
207.0,M,Elite,10.3275,8
207.8,F,Average,6.331,1
207.8,F,Elite,8.207,1
207.8,M,Average,6.873928571428571,14
207.8,M,Elite,8.263,2
208.0,F,Average,6.243963636363636,55
208.0,F,Elite,9.352428571428572,7
208.0,M,Average,6.699918604651162,172
208.0,M,Elite,10.86075,20
209.2142,F,Average,5.7861379310344825,29
209.2142,F,Elite,7.468,4
209.2142,M,Average,6.018534246575342,146
209.2142,M,Elite,8.700058823529412,17
210.0,F,Average,6.463287878787879,66
210.0,F,Elite,9.67475,8
210.0,M,Average,6.633739130434782,253
210.0,M,Elite,10.55251724137931,29
210.8,M,Elite,6.664,1
210.82354,F,Average,5.702043478260869,23
210.82354,F,Elite,8.027,3
210.82354,M,Average,6.035252173913043,115
210.82354,M,Elite,8.750846153846153,13
211.0,F,Average,6.5280000000000005,16
211.0,F,Elite,10.1365,2
211.0,M,Average,7.175120689655172,58
211.0,M,Elite,11.948285714285715,7
211.5,M,Average,7.071,1
211.5,M,Elite,8.244,1
212.0,F,Average,5.543966666666667,90
212.0,F,Elite,8.255181818181818,11
212.0,M,Average,6.023380664652568,662
212.0,M,Elite,9.092310810810812,74
212.43288,F,Elite,4.449,1
212.43288,M,Average,4.576833333333334,12
212.43288,M,Elite,5.2575,2
213.0,F,Average,6.7749354838709674,31
213.0,F,Elite,9.655999999999999,4
213.0,M,Average,6.989262626262627,99
213.0,M,Elite,11.11625,12
214.0,F,Average,4.222545454545455,11
214.0,F,Elite,5.35,2
214.0,M,Average,4.65735,100
214.0,M,Elite,6.572333333333333,12
215.0,F,Average,5.1208,20
215.0,F,Elite,6.947,3
215.0,M,Average,6.08608947368421,190
215.0,M,Elite,8.528500000000001,22
215.65156,F,Average,4.485,1
215.65156,F,Elite,4.608,1
215.65156,M,Average,4.716714285714285,7
215.65156,M,Elite,7.208,1
216.0,F,Average,6.807324324324324,37
216.0,F,Elite,9.4102,5
216.0,M,Average,6.502204,250
216.0,M,Elite,9.732821428571429,28
217.0,F,Average,6.505733333333334,15
217.0,F,Elite,7.890000000000001,2
217.0,M,Average,6.59368817204301,93
217.0,M,Elite,8.500363636363637,11
217.2609,F,Average,4.992594086021505,372
217.2609,F,Elite,7.36047619047619,42
217.2609,M,Average,5.098276226415095,1325
217.2609,M,Elite,7.956817567567567,148
217.7,F,Average,3.356666666666667,3
217.7,F,Elite,4.12,1
217.7,M,Average,3.578723926380368,163
217.7,M,Elite,4.754263157894737,19
218.0,F,Average,7.035428571428572,21
218.0,F,Elite,9.070666666666668,3
218.0,M,Average,7.275545454545454,132
218.0,M,Elite,9.729999999999999,15
218.22650399999998,F,Average,5.76,1
218.22650399999998,F,Elite,6.342,1
218.22650399999998,M,Average,6.009666666666667,9
218.22650399999998,M,Elite,7.451,1
219.0,F,Average,5.703,1
219.0,F,Elite,6.272,1
219.0,M,Average,5.360133333333334,15
219.0,M,Elite,6.9239999999999995,2
220.0,F,Average,5.56333484162896,221
220.0,F,Elite,8.7614,25
220.0,M,Average,5.534073712255773,1126
220.0,M,Elite,9.517674603174603,126
221.0,F,Average,5.633782608695652,115
221.0,F,Elite,9.051538461538462,13
221.0,M,Average,6.033093333333333,675
221.0,M,Elite,9.035144736842106,76
222.0,F,Average,5.17084,75
222.0,F,Elite,7.006333333333334,9
222.0,M,Average,5.30415,560
222.0,M,Elite,7.195682539682539,63
223.0,F,Average,6.699833333333333,6
223.0,F,Elite,9.09,1
223.0,M,Average,6.3982926829268285,41
223.0,M,Elite,7.646800000000001,5
224.0,F,Average,3.6997999999999998,5
224.0,F,Elite,5.303,1
224.0,M,Average,3.850375,112
224.0,M,Elite,5.573538461538462,13
225.0,F,Average,5.1149078947368425,76
225.0,F,Elite,8.173333333333334,9
225.0,M,Average,5.981832183908047,435
225.0,M,Elite,9.405938775510204,49
225.3076,F,Average,5.394111111111111,9
225.3076,F,Elite,7.355,1
225.3076,M,Average,6.31379245283019,53
225.3076,M,Elite,8.775166666666665,6
225.5,F,Average,7.118,1
225.5,F,Elite,7.155,1
225.5,M,Average,7.1818333333333335,6
225.5,M,Elite,8.611,1
226.0,F,Average,4.968999999999999,15
226.0,F,Elite,6.1525,2
226.0,M,Average,4.978706666666667,75
226.0,M,Elite,7.321,9
227.0,F,Elite,6.663,1
227.0,M,Average,6.666,3
227.0,M,Elite,7.228,1
227.5,M,Average,7.692,1
227.5,M,Elite,7.738,1
229.0,F,Average,5.190444444444444,36
229.0,F,Elite,8.0205,4
229.0,M,Average,6.0086476510067115,298
229.0,M,Elite,9.570542857142858,35
230.0,F,Average,6.188306188925082,307
230.0,F,Elite,8.844142857142858,35
230.0,M,Average,6.579244284781189,1531
230.0,M,Elite,9.89506976744186,172
230.13562,F,Average,5.739375,16
230.13562,F,Elite,7.7095,2
230.13562,M,Average,6.4858518518518515,27
230.13562,M,Elite,9.13675,4
231.0,F,Average,3.853,1
231.0,F,Elite,4.062,1
231.0,M,Average,4.626833333333333,6
231.0,M,Elite,5.645,1
232.0,F,Average,4.011666666666667,3
232.0,F,Elite,4.485,1
232.0,M,Average,4.606199999999999,20
232.0,M,Elite,7.413,3
233.0,F,Average,3.9281904761904762,63
233.0,F,Elite,7.103428571428572,7
233.0,M,Average,3.2333838383838382,297
233.0,M,Elite,8.176088235294118,34
233.3543,F,Average,5.792256,125
233.3543,F,Elite,7.7379999999999995,16
233.3543,M,Average,6.065503174603174,630
233.3543,M,Elite,8.113657142857143,70
234.0,F,Average,4.788311688311688,77
234.0,F,Elite,7.176333333333334,9
234.0,M,Average,5.11028125,288
234.0,M,Elite,8.670875,32
234.96364,F,Average,6.131681818181818,44
234.96364,F,Elite,8.331199999999999,5
234.96364,M,Average,6.532419999999999,50
234.96364,M,Elite,9.980833333333333,6
235.0,F,Average,4.725972222222222,72
235.0,F,Elite,7.991888888888888,9
235.0,M,Average,5.309743670886076,316
235.0,M,Elite,9.031722222222221,36
236.0,F,Average,5.737033333333333,60
236.0,F,Elite,8.904142857142856,7
236.0,M,Average,6.033696428571429,112
236.0,M,Elite,9.937076923076923,13
236.57298,F,Average,5.299,1
236.57298,F,Elite,6.985,1
236.57298,M,Average,6.408633333333333,30
236.57298,M,Elite,7.668749999999999,4
236.9,M,Average,6.754,1
236.9,M,Elite,6.841,1
237.0,F,Average,4.974492063492063,315
237.0,F,Elite,7.779972222222223,36
237.0,M,Average,5.728471111111111,1575
237.0,M,Elite,8.894392045454545,176
238.0,F,Average,7.2448421052631575,19
238.0,F,Elite,8.551333333333334,3
238.0,M,Average,7.932285714285714,70
238.0,M,Elite,11.376125,8
238.18232,F,Average,6.571785714285714,14
238.18232,F,Elite,8.1195,2
238.18232,M,Average,7.130933333333333,15
238.18232,M,Elite,9.335,2
239.0,F,Average,4.9122,15
239.0,F,Elite,6.0275,2
239.0,M,Average,4.95310465116279,86
239.0,M,Elite,6.5662,10
240.0,F,Average,5.131341584158416,202
240.0,F,Elite,7.687304347826086,23
240.0,M,Average,5.30490574929312,1061
240.0,M,Elite,8.157454545454545,121
241.0,M,Average,3.718,1
241.0,M,Elite,4.079,1
241.3,F,Average,7.1355,2
241.3,F,Elite,7.307,1
241.3,M,Average,7.299,9
241.3,M,Elite,8.396,1
241.401,F,Average,4.679888888888889,45
241.401,F,Elite,6.489666666666667,6
241.401,M,Average,5.0315308641975305,162
241.401,M,Elite,7.242777777777778,18
242.0,F,Average,4.75860465116279,43
242.0,F,Elite,7.8622,5
242.0,M,Average,5.393301282051282,156
242.0,M,Elite,9.083722222222223,18
243.0,F,Average,4.785443298969072,97
243.0,F,Elite,7.807272727272727,11
243.0,M,Average,5.499836129032258,775
243.0,M,Elite,8.56383908045977,87
243.01033999999999,F,Elite,5.343,1
243.01033999999999,M,Average,5.1075,2
243.01033999999999,M,Elite,6.06,1
244.0,F,Average,4.650741935483871,93
244.0,F,Elite,7.138,11
244.0,M,Average,5.254069395017793,562
244.0,M,Elite,8.066571428571429,63
245.0,F,Average,4.6344567901234575,81
245.0,F,Elite,7.0787,10
245.0,M,Average,5.108010909090909,550
245.0,M,Elite,7.902806451612903,62
245.3,F,Average,6.074889655172414,145
245.3,F,Elite,8.138352941176471,17
245.3,M,Average,6.487834731543624,1192
245.3,M,Elite,8.672466165413535,133
245.7,F,Average,4.6946666666666665,69
245.7,F,Elite,7.235125,8
245.7,M,Average,5.348933497536946,406
245.7,M,Elite,8.277369565217391,46
246.0,F,Average,6.877674556213018,169
246.0,F,Elite,8.884315789473684,19
246.0,M,Average,6.957142272262026,977
246.0,M,Elite,9.011871559633027,109
247.0,F,Average,5.200084967320262,153
247.0,F,Elite,7.309000000000001,18
247.0,M,Average,5.539715430861724,499
247.0,M,Elite,8.030553571428571,56
248.0,F,Average,5.609,5
248.0,F,Elite,7.819,1
248.0,M,Average,5.1100666666666665,15
248.0,M,Elite,7.559,2
249.0,F,Average,4.448583333333334,120
249.0,F,Elite,7.024571428571428,14
249.0,M,Average,5.308004424778761,678
249.0,M,Elite,8.140907894736841,76
249.4477,F,Average,5.0360000000000005,27
249.4477,F,Elite,6.64375,4
249.4477,M,Average,5.174688524590164,61
249.4477,M,Elite,8.217428571428572,7
250.0,F,Average,5.137939050021017,2379
250.0,F,Elite,8.133022556390978,266
250.0,M,Average,5.568694201183432,8450
250.0,M,Elite,8.841350372736954,939
250.7,F,Average,4.890877394636015,261
250.7,F,Elite,7.911233333333333,30
250.7,M,Average,5.5937937249666225,1498
250.7,M,Elite,8.663071856287425,167
251.0,F,Average,4.896034482758621,29
251.0,F,Elite,7.40275,4
251.0,M,Average,5.241802816901409,142
251.0,M,Elite,7.006125,16
251.05704,F,Average,4.464625,8
251.05704,F,Elite,5.389,1
251.05704,M,Average,5.5542727272727275,33
251.05704,M,Elite,7.34025,4
252.0,F,Average,5.554749999999999,12
252.0,F,Elite,7.291,2
252.0,M,Average,5.52225,48
252.0,M,Elite,8.397666666666668,6
252.66638,M,Average,6.397,1
252.66638,M,Elite,7.305,1
253.0,F,Average,3.666,1
253.0,F,Elite,3.711,1
253.0,M,Average,3.9157222222222225,18
253.0,M,Elite,4.797499999999999,2
253.2,M,Average,8.282,1
253.2,M,Elite,9.238,1
254.0,F,Average,4.59134375,32
254.0,F,Elite,6.32625,4
254.0,M,Average,5.01787037037037,162
254.0,M,Elite,7.161222222222223,18
254.27572,F,Elite,7.014,1
254.27572,M,Average,7.316875,8
254.27572,M,Elite,10.428,1
255.0,F,Average,5.250063583815029,173
255.0,F,Elite,7.61275,20
255.0,M,Average,5.472556377079482,541
255.0,M,Elite,8.033245901639345,61
255.08039,M,Elite,4.844,1
256.0,F,Average,5.887,1
256.0,F,Elite,7.337,1
256.0,M,Average,6.67876923076923,13
256.0,M,Elite,8.314,2
257.0,F,Average,4.587886524822696,141
257.0,F,Elite,7.8716875,16
257.0,M,Average,5.253485675306957,733
257.0,M,Elite,8.704682926829268,82
257.4944,F,Average,4.341580246913581,81
257.4944,F,Elite,6.0296,10
257.4944,M,Average,4.695444444444444,234
257.4944,M,Elite,6.866307692307692,26
258.0,F,Average,3.229,2
258.0,F,Elite,3.847,1
258.0,M,Average,3.869625,8
258.0,M,Elite,5.205,1
260.0,F,Average,4.643277777777778,18
260.0,F,Elite,7.539,2
260.0,M,Average,5.006756756756757,74
260.0,M,Elite,7.722,9
261.0,M,Elite,9.343,1
261.2,F,Elite,3.789,1
261.2,M,Average,3.9303125,32
261.2,M,Elite,4.83725,4
262.0,F,Average,5.639461538461538,13
262.0,F,Elite,8.308,2
262.0,M,Average,4.946662790697674,86
262.0,M,Elite,9.6645,10
262.32242,F,Average,3.81,1
262.32242,F,Elite,4.274,1
262.32242,M,Average,5.235666666666667,3
262.32242,M,Elite,7.198,1
263.0,F,Average,5.2718823529411765,34
263.0,F,Elite,6.2245,4
263.0,M,Average,5.254894444444444,180
263.0,M,Elite,7.068809523809524,21
263.93176,F,Elite,5.865,1
263.93176,M,Average,4.901857142857144,14
263.93176,M,Elite,5.8385,2
264.0,F,Average,5.802638297872341,141
264.0,F,Elite,7.59925,16
264.0,M,Average,6.141996710526316,304
264.0,M,Elite,8.686088235294118,34
265.0,F,Average,4.6311481481481485,27
265.0,F,Elite,7.591,4
265.0,M,Average,4.301,153
265.0,M,Elite,8.039666666666667,18
265.5411,F,Average,4.8195,4
265.5411,F,Elite,6.383,1
265.5411,M,Average,5.654333333333333,9
265.5411,M,Elite,8.739,2
266.0,F,Average,5.494888888888889,9
266.0,F,Elite,6.67,1
266.0,M,Average,5.479,35
266.0,M,Elite,6.729,4
267.0,F,Average,6.5878,5
267.0,F,Elite,7.988,1
267.0,M,Average,7.187115384615385,26
267.0,M,Elite,9.673,3
269.0,F,Average,3.7003333333333335,15
269.0,F,Elite,7.9285,2
269.0,M,Average,3.830636363636364,110
269.0,M,Elite,7.307,13
270.0,F,Average,4.704133333333333,30
270.0,F,Elite,6.82,4
270.0,M,Average,5.10874,100
270.0,M,Elite,8.312333333333333,12
271.97846,F,Average,4.520045454545454,44
271.97846,F,Elite,6.4428,5
271.97846,M,Average,4.917351063829787,94
271.97846,M,Elite,7.5445,12
272.0,F,Elite,3.322,1
272.0,M,Average,3.1017391304347828,23
272.0,M,Elite,4.329000000000001,4
272.1,F,Average,4.1194,5
272.1,F,Elite,4.402,1
272.1,M,Average,4.221392857142857,28
272.1,M,Elite,5.162,4
273.0,F,Average,5.548826086956522,115
273.0,F,Elite,7.540076923076923,13
273.0,M,Average,5.893288409703504,371
273.0,M,Elite,8.657142857142858,42
273.5878,F,Average,4.580481481481481,108
273.5878,F,Elite,6.761076923076923,13
273.5878,M,Average,5.028390625,256
273.5878,M,Elite,7.692172413793104,29
274.0,F,Average,6.9325833333333335,12
274.0,F,Elite,8.427,2
274.0,M,Average,7.62092105263158,38
274.0,M,Elite,10.616200000000001,5
275.0,F,Average,5.866444444444444,9
275.0,F,Elite,8.35,1
275.0,M,Average,5.760119047619048,42
275.0,M,Elite,9.0886,5
275.19714,F,Average,4.3806666666666665,9
275.19714,F,Elite,6.408,1
275.19714,M,Average,4.980789473684211,19
275.19714,M,Elite,7.781666666666666,3
276.0,F,Average,5.322147058823529,102
276.0,F,Elite,7.149916666666666,12
276.0,M,Average,5.688161403508772,285
276.0,M,Elite,8.038875,32
276.5,M,Elite,7.327,1
277.0,F,Elite,4.848,2
277.0,M,Average,4.7826,5
277.0,M,Elite,4.935,1
277.5,F,Average,5.361,1
277.5,F,Elite,5.489,1
277.5,M,Average,5.5015,2
277.5,M,Elite,5.631,1
278.0,F,Average,5.254,1
278.0,F,Elite,5.938,2
278.0,M,Average,5.8371666666666675,12
278.0,M,Elite,7.9405,2
280.0,F,Average,5.54212,25
280.0,F,Elite,7.588333333333334,3
280.0,M,Average,6.006446280991735,121
280.0,M,Elite,9.57642857142857,14
281.0,F,Average,4.656764705882353,17
281.0,F,Elite,7.0169999999999995,2
281.0,M,Average,4.640820512820513,117
281.0,M,Elite,6.214142857142858,14
281.6345,M,Average,5.541375,8
281.6345,M,Elite,6.75,1
282.0,F,Average,6.703333333333333,3
282.0,F,Elite,8.749,1
282.0,M,Average,7.478199999999999,10
282.0,M,Elite,9.1515,2
282.7,F,Elite,7.016,1
282.7,M,Average,6.7588888888888885,18
282.7,M,Elite,8.616333333333332,3
283.0,M,Average,4.836285714285714,7
283.0,M,Elite,5.495,2
285.0,F,Average,6.104557522123894,113
285.0,F,Elite,8.671428571428573,14
285.0,M,Average,6.442200598802396,334
285.0,M,Elite,9.079076923076924,39
287.0,F,Average,5.732,1
287.0,F,Elite,6.224,1
287.0,M,Average,6.139,8
287.0,M,Elite,7.019,1
288.9,F,Average,6.559399999999999,5
288.9,F,Elite,7.507,1
289.0,F,Average,3.465470588235294,17
289.0,F,Elite,5.2965,2
289.0,M,Average,3.5480000000000005,75
289.0,M,Elite,5.631666666666667,9
289.6812,F,Elite,5.272,1
289.6812,M,Average,5.213,6
289.6812,M,Elite,6.111,1
290.0,F,Average,5.3645555555555555,9
290.0,F,Elite,9.754,1
290.0,M,Average,5.0675384615384615,26
290.0,M,Elite,8.308333333333334,3
291.29054,M,Average,7.02625,4
291.29054,M,Elite,7.754,1
292.0,F,Average,4.601454545454546,33
292.0,F,Elite,7.25675,4
292.0,M,Average,4.665874251497006,167
292.0,M,Elite,6.6375789473684215,19
292.4,F,Average,6.021,1
292.4,F,Elite,6.743,1
292.4,M,Average,6.928,10
292.4,M,Elite,8.0285,2
292.7,F,Average,6.5275,2
292.7,F,Elite,6.904,1
292.7,M,Average,7.044,1
292.7,M,Elite,8.391,1
293.0,F,Average,6.193110091743119,109
293.0,F,Elite,8.617923076923077,13
293.0,M,Average,6.638430412371133,388
293.0,M,Elite,9.498886363636364,44
294.0,F,Average,5.2891111111111115,9
294.0,F,Elite,6.864,1
294.0,M,Average,5.883222222222222,9
294.0,M,Elite,8.451,2
294.50921999999997,F,Elite,5.25,1
294.50921999999997,M,Average,5.9559999999999995,4
294.50921999999997,M,Elite,6.552,1
295.0,F,Average,6.952133333333333,15
295.0,F,Elite,11.396,2
295.0,M,Average,9.277750000000001,40
295.0,M,Elite,13.7392,5
296.0,F,Average,5.388285714285715,7
296.0,F,Elite,8.283,1
296.0,M,Average,6.02668,25
296.0,M,Elite,8.584666666666665,3
296.11856,F,Average,5.137090909090909,11
296.11856,F,Elite,7.053,2
296.11856,M,Average,5.1635,48
296.11856,M,Elite,8.821333333333333,6
297.0,F,Average,7.116200000000001,5
297.0,F,Elite,11.35,1
297.0,M,Average,8.971666666666666,12
297.0,M,Elite,12.013000000000002,2
297.7279,F,Average,3.590666666666667,12
297.7279,F,Elite,4.5955,2
297.7279,M,Average,3.748523076923077,65
297.7279,M,Elite,5.31925,8
298.0,F,Average,4.678076923076923,13
298.0,F,Elite,7.6000000000000005,2
298.0,M,Average,5.153657142857142,35
298.0,M,Elite,8.845,4
299.0,F,Average,7.033545454545455,11
299.0,F,Elite,8.48,2
299.0,M,Average,8.069194444444443,36
299.0,M,Elite,10.21625,4
299.33724,M,Elite,4.639,1
300.0,F,Average,5.742159420289855,138
300.0,F,Elite,8.50675,16
300.0,M,Average,5.946257575757575,462
300.0,M,Elite,9.592326923076923,52
303.0,F,Average,2.702102564102564,39
303.0,F,Elite,6.3056,5
303.0,M,Average,2.496344023323615,343
303.0,M,Elite,4.756538461538462,39
305.0,F,Average,6.1445,62
305.0,F,Elite,8.199571428571428,7
305.0,M,Average,6.329323741007194,278
305.0,M,Elite,8.99121212121212,33
305.7746,F,Average,3.3966000000000003,10
305.7746,F,Elite,4.3595,2
305.7746,M,Average,3.539446153846154,65
305.7746,M,Elite,5.4965,8
306.0,M,Average,5.332000000000001,4
306.0,M,Elite,6.696,1
307.0,F,Average,3.2094,5
307.0,F,Elite,4.33,1
307.0,M,Average,4.5734,10
307.0,M,Elite,6.691,2
308.0,F,Average,5.0385135135135135,37
308.0,F,Elite,6.5264,5
308.0,M,Average,5.005253731343283,536
308.0,M,Elite,5.843633333333333,60
309.5,F,Average,6.164000000000001,3
309.5,F,Elite,6.544,1
311.0,F,Average,4.8641,10
311.0,F,Elite,5.5295000000000005,2
311.0,M,Average,4.859093023255814,215
311.0,M,Elite,5.797916666666667,24
311.7,F,Average,6.606999999999999,2
311.7,F,Elite,7.192,1
312.0,F,Average,5.059636363636364,11
312.0,F,Elite,5.6765,2
312.0,M,Average,5.13329365079365,126
312.0,M,Elite,5.970176470588235,17
312.8,F,Elite,6.857,1
312.8,M,Elite,7.266,1
314.0,F,Average,3.1385384615384617,13
314.0,F,Elite,6.2780000000000005,2
314.0,M,Average,2.8647009345794396,107
314.0,M,Elite,7.018166666666667,12
314.6,M,Average,4.916,1
314.6,M,Elite,4.998,2
315.0,F,Average,4.741333333333333,30
315.0,F,Elite,6.54225,4
315.0,M,Average,5.261975369458129,203
315.0,M,Elite,7.2945652173913045,23
316.0,F,Average,5.330578125,128
316.0,F,Elite,7.902333333333333,15
316.0,M,Average,5.738635593220339,118
316.0,M,Elite,8.769428571428572,14
316.5,M,Elite,8.019,1
317.0,F,Average,9.603,1
317.0,F,Elite,11.044,1
317.0,M,Average,10.1245,8
317.0,M,Elite,13.056,1
319.0,F,Elite,6.696,1
319.0,M,Elite,7.46,1
320.0,F,Average,5.672440476190476,84
320.0,F,Elite,10.8836,10
320.0,M,Average,5.7642056277056275,462
320.0,M,Elite,10.52626923076923,52
321.868,F,Average,4.017428571428572,126
321.868,F,Elite,6.011666666666667,15
321.868,M,Average,4.123332618025751,466
321.868,M,Elite,6.635807692307693,52
322.0,F,Elite,7.277,1
322.0,M,Average,6.5804285714285715,7
322.0,M,Elite,9.157,1
323.0,F,Average,6.791409090909091,44
323.0,F,Elite,9.6342,5
323.0,M,Average,7.427862222222222,225
323.0,M,Elite,11.684961538461538,26
324.0,F,Average,7.169348837209302,43
324.0,F,Elite,10.175799999999999,5
324.0,M,Average,7.356443243243243,185
324.0,M,Elite,11.366999999999999,21
325.0,M,Average,4.6512,10
325.0,M,Elite,6.156499999999999,2
325.08668,F,Average,3.565597122302158,139
325.08668,F,Elite,4.9915625,16
325.08668,M,Average,3.7328134490238614,461
325.08668,M,Elite,5.152557692307692,52
326.0,F,Average,4.801833333333333,18
326.0,F,Elite,8.933,2
326.0,M,Average,5.26402,50
326.0,M,Elite,9.250166666666667,6
326.69602,F,Average,3.9415,8
326.69602,F,Elite,5.619,1
326.69602,M,Average,3.4902916666666663,24
326.69602,M,Elite,5.2396666666666665,3
327.0,F,Average,7.3325625,16
327.0,F,Elite,9.633,2
327.0,M,Average,7.797589285714286,56
327.0,M,Elite,11.022571428571428,7
328.0,F,Average,7.800400000000001,5
328.0,F,Elite,9.261,1
328.0,M,Average,8.502647058823529,51
328.0,M,Elite,11.226999999999999,6
329.9147,F,Average,3.558666666666667,3
