athlete_age,athlete_gender,distance_km,avg_speed,sample_size
44.0,M,66.0,6.573829305135952,662
44.0,M,66.3,5.998133333333333,15
44.0,M,66.4,7.4788,20
44.0,M,66.5,9.678895833333334,48
44.0,M,66.6,7.498217391304348,23
44.0,M,66.8,6.158239999999999,50
44.0,M,67.0,6.840976878612717,692
44.0,M,67.5,6.721591836734694,49
44.0,M,67.59228,7.472666666666666,48
44.0,M,68.0,6.930863408521303,798
44.0,M,68.2,7.300153846153846,13
44.0,M,68.3,4.105076923076923,13
44.0,M,68.5,6.638181818181818,11
44.0,M,68.6,8.73867857142857,28
44.0,M,68.7,6.228588235294118,17
44.0,M,68.8,5.884833333333333,24
44.0,M,69.0,7.485936260623229,706
44.0,M,69.1,6.528235294117647,17
44.0,M,69.20162,8.240444444444444,45
44.0,M,69.3,8.46865,20
44.0,M,69.4,5.579692307692308,13
44.0,M,69.6,4.975388888888889,18
44.0,M,70.0,6.650768415741675,1982
44.0,M,70.3,8.115333333333334,12
44.0,M,70.4,7.198153846153845,13
44.0,M,70.7,8.085117647058823,17
44.0,M,70.8,6.8758333333333335,48
44.0,M,70.81096,6.561976744186047,43
44.0,M,71.0,6.997561743341405,413
44.0,M,71.454696,8.6645625,16
44.0,M,71.5,4.419708860759494,395
44.0,M,71.61563,7.435857142857143,14
44.0,M,71.7,6.273683544303797,158
44.0,M,71.8,5.9223035714285714,56
44.0,M,72.0,6.925196629213483,1424
44.0,M,72.4203,8.167945812807883,203
44.0,M,72.5,6.9635,36
44.0,M,72.6,6.401523809523809,21
44.0,M,72.7,8.409002386634844,419
44.0,M,73.0,6.08187784090909,1056
44.0,M,73.5,8.2864,30
44.0,M,73.9,8.66098947368421,95
44.0,M,74.0,5.877704607046071,369
44.0,M,74.02964,7.2207878787878785,33
44.0,M,74.3,7.363875,32
44.0,M,74.5,8.853676056338028,71
44.0,M,74.7,5.394740740740741,27
44.0,M,75.0,6.7860144927536235,1104
44.0,M,75.1,5.956181818181818,11
44.0,M,75.5,6.414532258064517,62
44.0,M,75.63898,7.112,27
44.0,M,76.0,6.664348511383538,571
44.0,M,76.1,6.160571428571429,35
44.0,M,76.7,6.30086,50
44.0,M,77.0,6.925259493670886,316
44.0,M,77.24832,8.057166666666667,24
44.0,M,77.5,7.115080000000001,25
44.0,M,78.0,7.2609680851063825,658
44.0,M,78.7,6.7486875,16
44.0,M,79.0,6.248457627118644,59
44.0,M,79.1,7.664272727272728,22
44.0,M,79.4,8.168136363636364,22
44.0,M,80.0,6.806129230769232,2600
44.0,M,80.3,4.586375,24
44.0,M,80.467,7.5081222593831285,5382
44.0,M,80.5,5.761866666666666,15
44.0,M,80.6,6.208013513513513,74
44.0,M,80.8,6.331967741935483,31
44.0,M,81.0,6.708112,375
44.0,M,81.4,6.303214285714286,28
44.0,M,81.5,7.630285714285714,21
44.0,M,82.0,5.732165887850468,428
44.0,M,82.5,6.283095238095238,21
44.0,M,82.6,4.7199583333333335,24
44.0,M,82.7,5.473363636363636,11
44.0,M,82.72007599999999,7.545190476190477,21
44.0,M,82.88101,7.8623076923076916,13
44.0,M,83.0,5.964204326923077,416
44.0,M,83.3,6.774318181818182,44
44.0,M,83.5,5.374954545454545,44
44.0,M,83.68568,6.886688311688311,77
44.0,M,84.0,5.860288607594937,395
44.0,M,84.2,7.064692307692308,13
44.0,M,84.329416,6.811285714285714,133
44.0,M,84.39,8.660769230769231,13
44.0,M,84.4,7.534653846153846,52
44.0,M,84.5,5.743068965517241,29
44.0,M,84.7,4.847,12
44.0,M,84.9,6.42925,12
44.0,M,85.0,6.255619047619048,714
44.0,M,85.29502,7.0280459770114945,87
44.0,M,85.3,6.325291666666666,24
44.0,M,85.6,7.619714285714286,14
44.0,M,86.0,6.193349544072949,329
44.0,M,86.09969,7.518600000000001,20
44.0,M,86.260624,6.720269230769231,26
44.0,M,86.5,5.039133333333334,30
44.0,M,86.6,6.798538461538461,13
44.0,M,86.90436,6.750387096774194,31
44.0,M,87.0,8.308396207584831,2004
44.0,M,88.0,6.265246268656717,268
44.0,M,88.5,6.930733333333333,15
44.0,M,88.5137,7.352642201834862,109
44.0,M,89.0,8.593770547945205,1168
44.0,M,90.0,7.754700090334237,1107
44.0,M,90.12304,6.6988,30
44.0,M,90.2,5.205214285714286,14
44.0,M,91.0,5.80561224489796,98
44.0,M,92.0,6.1006404494382025,89
44.0,M,92.2,6.69208695652174,23
44.0,M,92.6,3.8665000000000003,12
44.0,M,92.8,4.9719999999999995,18
44.0,M,93.0,5.910707482993198,147
44.0,M,94.0,6.139,114
44.0,M,94.8,5.787875,16
44.0,M,94.9,10.1385,12
44.0,M,95.0,5.459825396825397,63
44.0,M,95.8,10.0565,12
44.0,M,96.0,4.781670588235294,85
44.0,M,96.5604,6.747147058823529,68
44.0,M,96.7,4.458272727272727,11
44.0,M,97.0,4.907858974358974,78
44.0,M,97.7,4.683833333333333,12
44.0,M,98.0,5.014090909090909,187
44.0,M,98.16974,4.96312,25
44.0,M,98.4,6.88045652173913,46
44.0,M,99.0,5.550433333333333,30
44.0,M,99.77908,6.815791666666667,24
44.0,M,100.0,7.346184597090095,14296
44.0,M,100.1,4.797,17
44.0,M,100.4,5.184181818181819,11
44.0,M,100.5,5.587869565217391,46
44.0,M,100.8,6.4755714285714285,21
44.0,M,101.0,5.194123442808607,883
44.0,M,101.5,5.708272727272727,11
44.0,M,101.6,5.5754399999999995,50
44.0,M,102.0,6.138504694835681,426
44.0,M,102.3,5.96425,12
44.0,M,102.5,6.078923076923076,26
44.0,M,102.6,6.9219375,16
44.0,M,102.99776,6.363166666666667,30
44.0,M,103.0,5.944165178571429,448
44.0,M,103.4,5.132724137931034,58
44.0,M,103.5,5.065071428571429,42
44.0,M,104.0,5.9538,215
44.0,M,105.0,5.536388190954774,796
44.0,M,105.5,5.824708333333334,24
44.0,M,106.0,5.1053369272237195,371
44.0,M,106.21644,7.739,42
44.0,M,106.5,5.206486486486486,37
44.0,M,107.0,6.133702380952381,84
44.0,M,107.5,7.7319615384615386,26
44.0,M,107.9,7.317642857142857,14
44.0,M,108.0,6.006,272
44.0,M,108.4,5.042125,16
44.0,M,108.5,5.729333333333333,18
44.0,M,108.7,4.272279069767442,43
44.0,M,109.0,5.557939130434782,115
44.0,M,109.2,4.779384615384616,13
44.0,M,109.43512,6.011529411764705,34
44.0,M,110.0,5.546615094339623,1060
44.0,M,111.0,5.67320618556701,485
44.0,M,112.0,5.757698461538461,325
44.0,M,112.1,5.827869565217391,23
44.0,M,112.6538,6.95,29
44.0,M,113.0,5.715491228070175,57
44.0,M,113.45847,5.863764705882353,34
44.0,M,114.0,5.311195652173913,92
44.0,M,114.26313999999999,7.044,11
44.0,M,115.0,5.203634441087614,331
44.0,M,115.87248,6.902,13
44.0,M,116.0,5.386574074074074,108
44.0,M,117.0,5.379350877192982,57
44.0,M,118.0,6.993457627118644,177
44.0,M,119.0,4.681575675675676,370
44.0,M,119.09116,5.2416875,16
44.0,M,119.3,6.036944444444444,18
44.0,M,120.0,5.422542857142857,525
44.0,M,120.7005,5.694428571428571,21
44.0,M,121.0,4.666222222222222,36
44.0,M,122.0,5.204245614035088,57
44.0,M,122.2,3.6905,14
44.0,M,123.0,5.589827586206896,58
44.0,M,123.1,3.750181818181818,11
44.0,M,124.0,4.260068181818182,44
44.0,M,124.1,5.007071428571429,14
44.0,M,124.3,6.509923076923077,13
44.0,M,125.0,5.3933405572755415,323
44.0,M,126.0,6.7717777777777775,27
44.0,M,127.0,5.576325,40
44.0,M,128.0,5.881089285714286,56
44.0,M,129.0,4.9954418604651165,86
44.0,M,130.0,5.401847176079734,301
44.0,M,131.0,5.2259166666666665,12
44.0,M,132.0,6.745159999999999,25
44.0,M,133.0,5.065642857142857,56
44.0,M,134.0,5.062444444444444,18
44.0,M,135.0,5.870125000000001,48
44.0,M,135.18456,8.12025,20
44.0,M,136.0,5.938642857142858,14
44.0,M,136.7939,6.5084375,16
44.0,M,137.0,5.031533333333333,15
44.0,M,138.40324,6.989,16
44.0,M,140.0,5.39737172774869,191
44.0,M,141.0,5.338411764705882,17
44.0,M,142.0,7.508181818181819,33
44.0,M,143.0,5.028818181818182,44
44.0,M,144.0,4.360350515463917,97
44.0,M,144.8406,7.5213636363636365,11
44.0,M,145.0,4.213760000000001,125
44.0,M,146.0,6.568,15
44.0,M,147.0,5.397307692307692,13
44.0,M,148.0,3.785727272727273,66
44.0,M,149.0,3.5585714285714287,42
44.0,M,150.0,5.372801418439717,141
44.0,M,151.0,7.005923076923077,13
44.0,M,152.0,5.9411538461538465,13
44.0,M,153.0,6.379733333333333,60
44.0,M,155.0,4.501921568627451,102
44.0,M,156.0,5.285684210526315,57
44.0,M,157.0,5.00425,12
44.0,M,159.8,4.793733333333334,15
44.0,M,160.0,4.351512903225807,310
44.0,M,160.934,6.116641361256544,3820
44.0,M,161.0,5.395263888888889,72
44.0,M,161.8,3.531109090909091,55
44.0,M,162.0,4.404525423728814,59
44.0,M,163.0,4.397444444444444,45
44.0,M,163.5,3.354761904761905,21
44.0,M,163.6,6.398380952380953,42
44.0,M,164.0,5.036911111111111,45
44.0,M,164.15268,6.217518518518518,27
44.0,M,165.0,4.172987096774193,155
44.0,M,165.601086,6.275230769230769,13
44.0,M,165.7,3.446113043478261,115
44.0,M,165.76202,6.237642857142857,28
44.0,M,166.0,4.177881720430108,186
44.0,M,167.0,4.074316129032258,155
44.0,M,167.37136,5.306307692307692,13
44.0,M,167.5,4.175235294117647,17
44.0,M,167.7,4.240777777777778,90
44.0,M,168.0,4.601336170212766,235
44.0,M,169.0,4.880884615384615,78
44.0,M,170.0,4.193878934624697,413
44.0,M,170.3,4.4368125,16
44.0,M,170.59004,5.0608108108108105,37
44.0,M,171.0,4.454247747747748,222
44.0,M,172.0,4.232708333333333,72
44.0,M,173.0,5.967,23
44.0,M,173.80872,4.1891,20
44.0,M,174.0,5.511375,16
44.0,M,175.0,6.072344262295082,61
44.0,M,176.0,4.427370370370371,27
44.0,M,177.0,5.84002824858757,177
44.0,M,177.0274,5.976171428571429,35
44.0,M,178.0,4.767399999999999,15
44.0,M,179.0,6.57375,12
44.0,M,180.0,5.467,55
44.0,M,183.0,3.8267307692307693,26
44.0,M,185.0,6.057519999999999,25
44.0,M,190.0,5.553714285714285,14
44.0,M,193.0,5.597615384615385,13
44.0,M,193.1208,4.977222222222222,18
44.0,M,195.4,10.059478260869565,23
44.0,M,196.0,9.921521739130435,23
44.0,M,200.0,6.1129999999999995,137
44.0,M,201.0,5.176846153846155,13
44.0,M,202.2,5.848545454545455,11
44.0,M,202.4,7.365176470588235,17
44.0,M,203.0,5.449238095238095,21
44.0,M,204.0,5.608305555555556,36
44.0,M,209.2142,6.348545454545455,11
44.0,M,210.0,7.127166666666667,12
44.0,M,212.0,6.067818181818182,33
44.0,M,215.0,6.320285714285714,14
44.0,M,216.0,7.2429411764705875,17
44.0,M,217.2609,5.661234042553191,47
44.0,M,220.0,5.797791666666666,24
44.0,M,221.0,7.142,41
44.0,M,222.0,6.165133333333333,15
44.0,M,230.0,6.8830967741935485,62
44.0,M,233.0,3.69947619047619,21
44.0,M,233.3543,6.351791666666667,24
44.0,M,234.0,5.472714285714285,14
44.0,M,235.0,5.65225,20
44.0,M,237.0,6.5359,60
44.0,M,240.0,5.6906923076923075,65
44.0,M,243.0,6.168105263157895,19
44.0,M,244.0,5.328,22
44.0,M,245.0,5.13247619047619,21
44.0,M,245.3,7.0692272727272725,44
44.0,M,245.7,5.5165,18
44.0,M,246.0,7.195583333333333,60
44.0,M,247.0,5.9811,20
44.0,M,249.0,5.609483870967742,31
44.0,M,250.0,6.106513513513514,296
44.0,M,250.7,5.868205128205129,78
44.0,M,255.0,5.4266250000000005,24
44.0,M,257.0,5.8450625,32
44.0,M,264.0,5.865,13
44.0,M,273.0,5.7005,14
44.0,M,273.5878,5.345545454545455,11
44.0,M,276.0,5.630083333333334,12
44.0,M,281.0,4.569818181818182,11
44.0,M,285.0,7.119714285714286,14
44.0,M,293.0,6.6999375,16
44.0,M,300.0,6.407684210526315,19
44.0,M,303.0,2.654933333333333,15
44.0,M,305.0,6.257125,16
44.0,M,308.0,5.036214285714286,14
44.0,M,320.0,6.242678571428571,28
44.0,M,321.868,4.5264,20
44.0,M,323.0,6.055714285714286,14
44.0,M,325.08668,4.111884615384616,26
44.0,M,330.0,2.752873015873016,126
44.0,M,331.52404,3.9168666666666665,15
44.0,M,333.0,4.7526,15
44.0,M,350.0,3.981590909090909,22
44.0,M,383.02292,3.98245,20
44.0,M,400.0,5.5611875,16
44.0,M,402.335,4.494466666666667,15
44.0,M,431.30312,3.0795,16
44.0,M,500.0,3.643692307692308,13
45.0,F,45.0,6.836874551971326,837
45.0,F,45.06152,6.68680487804878,41
45.0,F,45.4,7.345363636363637,11
45.0,F,45.5,6.081433333333334,30
45.0,F,45.6,6.956387096774193,31
45.0,F,46.0,6.6715704467353945,291
45.0,F,46.5,6.443928571428572,14
45.0,F,46.6,6.537,14
45.0,F,47.0,6.3755580110497245,181
45.0,F,48.0,6.56309497206704,358
45.0,F,48.2,8.176166666666667,12
45.0,F,48.2802,6.988503184713375,157
45.0,F,48.3,4.814,11
45.0,F,48.5,7.351052631578947,19
45.0,F,49.0,5.930921739130435,115
45.0,F,49.8,4.861714285714286,14
45.0,F,49.88954,6.947,36
45.0,F,50.0,7.185846730107309,9878
45.0,F,50.3,4.218857142857143,14
45.0,F,50.4,6.28,11
45.0,F,50.69421,7.0435,26
45.0,F,51.0,6.497428571428571,259
45.0,F,51.3,7.747428571428571,14
45.0,F,51.4,6.678333333333333,30
45.0,F,51.49888,6.964636363636364,77
45.0,F,51.7,4.337294117647058,17
45.0,F,51.8,6.632619047619047,21
45.0,F,52.0,6.828932608695653,460
45.0,F,52.2,5.033428571428572,14
45.0,F,52.4,6.981181818181819,11
45.0,F,52.5,6.931423076923077,26
45.0,F,52.6,6.316592592592593,27
45.0,F,53.0,6.239693251533742,326
45.0,F,53.10822,8.039252631578949,95
45.0,F,54.0,6.572624031007752,258
45.0,F,54.71756,5.440638888888889,72
45.0,F,55.0,6.221782338308458,804
45.0,F,55.6,6.286235294117647,17
45.0,F,55.8,6.433166666666668,12
45.0,F,56.0,7.968403073286052,846
45.0,F,56.2,6.1883333333333335,12
45.0,F,56.3269,7.034156626506024,83
45.0,F,57.0,6.252528795811518,191
45.0,F,57.7,6.657928571428571,14
45.0,F,57.93624,6.9838571428571425,14
45.0,F,58.0,6.8363712574850295,167
45.0,F,59.0,5.875070422535211,71
45.0,F,59.54558,6.584611111111111,18
45.0,F,60.0,6.6499724409448815,762
45.0,F,60.7,6.461846153846154,13
45.0,F,61.0,6.563602272727272,88
45.0,F,61.15492,6.466794117647059,34
45.0,F,62.0,6.120825806451613,155
45.0,F,62.8,5.27875,12
45.0,F,63.0,6.130443877551021,196
45.0,F,63.3,8.776756756756757,37
45.0,F,64.0,6.235462962962963,108
45.0,F,64.3736,7.078138461538462,195
45.0,F,64.5,6.161416666666667,12
45.0,F,64.6,4.0496923076923075,13
45.0,F,64.8,5.928727272727272,11
45.0,F,65.0,6.1188596491228076,342
45.0,F,65.98294,7.673181818181818,11
45.0,F,66.0,6.298516129032258,155
45.0,F,67.0,6.8006574074074075,108
45.0,F,67.5,6.252384615384615,13
45.0,F,67.59228,7.334444444444445,18
45.0,F,68.0,6.123613333333333,150
45.0,F,69.0,6.840408163265306,98
45.0,F,69.20162,7.599052631578948,19
45.0,F,70.0,6.315754768392371,367
45.0,F,70.81096,6.1674500000000005,20
45.0,F,71.0,7.304344827586206,87
45.0,F,71.5,4.467478260869565,69
45.0,F,71.7,6.092384615384615,26
45.0,F,72.0,6.450663212435233,193
45.0,F,72.4203,7.263191176470588,68
45.0,F,72.7,7.844397849462365,93
45.0,F,73.0,5.782469696969698,132
45.0,F,73.9,7.642821428571429,28
45.0,F,74.0,5.486396226415094,53
45.0,F,74.02964,6.428416666666667,12
45.0,F,75.0,6.473115384615385,182
45.0,F,75.63898,6.5026363636363635,11
45.0,F,76.0,6.256373333333333,75
45.0,F,76.1,6.610857142857143,14
45.0,F,76.7,5.574142857142857,14
45.0,F,77.0,6.407913793103448,58
45.0,F,78.0,7.266589743589744,117
45.0,F,79.0,6.0144166666666665,12
45.0,F,80.0,6.317064516129032,372
45.0,F,80.467,6.938682858477347,2141
45.0,F,81.0,6.479722222222223,54
45.0,F,82.0,5.643666666666666,51
45.0,F,83.0,5.625277777777778,72
45.0,F,83.68568,6.68295,20
45.0,F,84.0,5.683415384615385,65
45.0,F,84.329416,5.79198275862069,58
45.0,F,85.0,5.871537931034483,145
45.0,F,85.29502,6.852615384615385,26
45.0,F,86.0,5.704058823529412,68
45.0,F,86.260624,5.0615000000000006,16
45.0,F,87.0,7.889284232365146,482
45.0,F,88.0,6.72484,50
45.0,F,88.5137,6.89875,40
45.0,F,89.0,8.198753993610223,313
45.0,F,90.0,7.477789699570816,233
45.0,F,90.12304,7.244642857142857,14
45.0,F,91.0,5.969555555555555,27
45.0,F,92.0,5.561520000000001,25
45.0,F,93.0,5.2691875,16
45.0,F,94.0,5.661928571428571,14
45.0,F,95.0,5.150625,16
45.0,F,96.0,4.535454545454545,11
45.0,F,96.5604,6.176760000000001,25
45.0,F,98.0,4.561486486486487,37
45.0,F,100.0,6.719125109617071,3421
45.0,F,101.0,5.021159722222222,144
45.0,F,101.6,5.0192,20
45.0,F,102.0,6.14058904109589,73
45.0,F,103.0,5.438927536231884,69
45.0,F,104.0,5.728296296296296,27
45.0,F,105.0,5.169723404255319,94
45.0,F,106.0,4.590780821917808,73
45.0,F,106.21644,6.875500000000001,14
45.0,F,106.5,4.760416666666667,12
45.0,F,107.0,6.167631578947368,19
45.0,F,108.0,5.673755102040817,49
45.0,F,109.0,5.52825,12
45.0,F,109.43512,5.266615384615384,13
45.0,F,110.0,5.1751707317073175,123
45.0,F,111.0,5.140342342342342,111
45.0,F,112.0,5.501270833333333,48
45.0,F,112.6538,6.403153846153846,13
45.0,F,113.0,6.142125,16
45.0,F,114.0,5.242761904761904,21
45.0,F,115.0,5.417630434782609,46
45.0,F,118.0,6.840599999999999,20
45.0,F,119.0,4.616526315789474,57
45.0,F,120.0,5.131077922077922,77
45.0,F,122.0,5.381363636363637,11
45.0,F,123.0,4.801545454545455,11
45.0,F,125.0,5.265708333333333,48
45.0,F,129.0,5.473363636363636,11
45.0,F,130.0,5.253679245283019,53
45.0,F,135.18456,7.8425,12
45.0,F,136.0,5.770818181818182,11
45.0,F,140.0,5.365444444444444,27
45.0,F,145.0,4.293318181818182,22
45.0,F,150.0,5.667592592592593,27
45.0,F,160.0,4.0518,35
45.0,F,160.934,5.978095595126523,1067
45.0,F,164.15268,5.556363636363636,11
45.0,F,165.0,4.514578947368421,19
45.0,F,165.7,3.203933333333333,15
45.0,F,165.76202,5.616909090909091,11
45.0,F,166.0,4.282260869565218,23
45.0,F,167.0,4.0051499999999995,20
45.0,F,168.0,4.4755,20
45.0,F,169.0,4.907909090909091,11
45.0,F,170.0,4.45121568627451,51
45.0,F,171.0,4.298,29
45.0,F,177.0,5.578071428571429,14
45.0,F,200.0,5.5492608695652175,23
45.0,F,217.2609,5.259181818181818,22
45.0,F,237.0,5.5098666666666665,15
45.0,F,240.0,4.860769230769231,13
45.0,F,250.0,5.773354430379747,79
45.0,F,250.7,5.0876363636363635,11
45.0,F,264.0,5.661545454545455,11
45.0,F,325.08668,3.652272727272727,11
45.0,F,330.0,2.4538,15
45.0,M,45.0,7.338382432840326,3313
45.0,M,45.06152,7.311047058823529,85
45.0,M,45.1,5.853769230769231,13
45.0,M,45.2,7.232666666666667,21
45.0,M,45.3,7.570463414634147,41
45.0,M,45.4,7.4664,20
45.0,M,45.5,6.68159842519685,127
45.0,M,45.6,7.863531034482759,145
45.0,M,45.8,8.484457627118644,59
45.0,M,46.0,7.041123241795044,1493
45.0,M,46.1,7.7620625,16
45.0,M,46.2,6.82305,20
45.0,M,46.4,7.786871794871795,39
45.0,M,46.5,7.138015873015873,63
45.0,M,46.6,7.2815875000000005,80
45.0,M,46.7,8.397071428571428,28
45.0,M,46.8,8.112529411764706,17
45.0,M,47.0,6.989704322200393,1018
45.0,M,47.3,5.9512857142857145,14
45.0,M,47.4,4.729533333333333,15
45.0,M,47.5,7.612551020408163,49
45.0,M,47.6,8.305714285714286,14
45.0,M,47.8,7.208153846153847,26
45.0,M,47.9,5.3069444444444445,18
45.0,M,48.0,7.175072453861927,1463
45.0,M,48.1,5.230357142857143,14
45.0,M,48.2,8.357099999999999,40
45.0,M,48.2802,8.03174914089347,291
45.0,M,48.3,5.6855,38
45.0,M,48.4,8.082104166666666,48
45.0,M,48.5,7.690877192982456,57
45.0,M,48.6,7.432049999999999,20
45.0,M,48.7,8.195869565217391,23
45.0,M,48.9,6.986666666666667,12
45.0,M,49.0,6.780101761252446,511
45.0,M,49.2,9.263571428571428,56
45.0,M,49.3,9.633961538461538,26
45.0,M,49.5,6.041250000000001,24
45.0,M,49.6,6.064743902439025,82
45.0,M,49.7,8.222958333333333,24
45.0,M,49.8,5.399537313432836,67
45.0,M,49.88954,7.829391304347825,92
45.0,M,50.0,7.883059381544905,24351
45.0,M,50.1,8.918891891891892,37
45.0,M,50.2,8.49,11
45.0,M,50.3,5.196115384615384,52
45.0,M,50.4,8.431365853658535,41
45.0,M,50.5,7.2388,35
45.0,M,50.69421,7.976500000000001,48
45.0,M,50.7,6.565347826086957,23
45.0,M,50.8,5.5398000000000005,20
45.0,M,50.9,7.463823529411765,17
45.0,M,51.0,7.058472835314091,1178
45.0,M,51.016078,9.01545,20
45.0,M,51.1,6.16425,16
45.0,M,51.2,6.738214285714285,14
45.0,M,51.3,7.8194,40
45.0,M,51.4,6.3065,92
45.0,M,51.49888,7.973775280898877,178
45.0,M,51.5,6.3818399999999995,50
45.0,M,51.6,5.9428,20
45.0,M,51.7,5.860725490196078,51
45.0,M,51.8,7.713339622641509,53
45.0,M,51.9,6.012478260869566,23
45.0,M,52.0,7.354534167970788,1917
45.0,M,52.1,5.90175,16
45.0,M,52.2,7.193448979591836,49
45.0,M,52.3,6.743636363636363,33
45.0,M,52.4,7.768479999999999,50
45.0,M,52.5,8.070102564102564,78
45.0,M,52.6,6.761478723404255,94
45.0,M,52.7,5.515405405405406,37
45.0,M,52.786351999999994,7.104777777777778,18
45.0,M,52.8,5.566,20
45.0,M,52.9,8.818795454545453,44
45.0,M,53.0,6.96720639147803,1502
45.0,M,53.1,6.561322580645161,31
45.0,M,53.10822,8.804944444444445,216
45.0,M,53.2,7.507083333333334,12
45.0,M,53.3,6.2620588235294115,17
45.0,M,53.5,7.61678125,32
45.0,M,53.7,6.969851851851852,27
45.0,M,53.8,7.758666666666667,27
45.0,M,53.91289,9.18545,20
45.0,M,54.0,7.012167048054919,1311
45.0,M,54.073824,7.0810625,16
45.0,M,54.1,6.558578947368421,19
45.0,M,54.2,5.945260869565218,23
45.0,M,54.23475800000001,8.097875,16
45.0,M,54.4,6.042290322580645,31
45.0,M,54.5,5.701296296296296,27
45.0,M,54.7,6.7169,30
45.0,M,54.71756,6.1305106382978725,141
45.0,M,54.878494,7.488916666666667,12
45.0,M,55.0,6.673206908003986,3011
45.0,M,55.2,6.533266666666666,15
45.0,M,55.3,6.828294117647059,17
45.0,M,55.4,7.086827586206897,29
45.0,M,55.5,7.2283333333333335,15
45.0,M,55.6,6.4007450980392155,51
45.0,M,55.7,7.586631578947368,38
45.0,M,55.8,6.848640625,64
45.0,M,56.0,8.33074365303244,2836
45.0,M,56.2,6.72690909090909,44
45.0,M,56.3269,7.4505839416058395,137
45.0,M,56.5,5.46980487804878,41
45.0,M,56.6,7.808428571428571,14
45.0,M,56.7,8.02688,25
45.0,M,56.8,6.9615,12
45.0,M,57.0,6.938804226918799,899
45.0,M,57.2,6.8963636363636365,11
45.0,M,57.5,5.9237,20
45.0,M,57.7,7.617103448275862,58
45.0,M,57.8,6.3675,16
45.0,M,57.9,8.667615384615384,13
45.0,M,57.93624,8.073542857142858,35
45.0,M,58.0,7.449460282916213,919
45.0,M,58.6,7.160733333333334,15
45.0,M,58.7,9.080499999999999,24
45.0,M,58.74091,8.61555,20
45.0,M,59.0,7.03796833773087,379
45.0,M,59.1,6.419,14
45.0,M,59.2,7.559928571428571,14
45.0,M,59.22371199999999,9.29246153846154,13
45.0,M,59.54558,6.9606551724137935,29
45.0,M,59.7,7.613434782608696,23
45.0,M,60.0,6.972791863765374,3171
45.0,M,60.2,7.643769230769231,13
45.0,M,60.35025,8.145083333333334,12
45.0,M,60.6,6.120678571428571,28
45.0,M,60.7,6.539342857142858,35
45.0,M,61.0,6.682504604051565,543
45.0,M,61.1,8.368363636363636,11
45.0,M,61.15492,7.23328813559322,59
45.0,M,61.3,8.827193548387097,31
45.0,M,61.8,6.169826086956522,23
45.0,M,62.0,6.661849449204406,817
45.0,M,62.5,10.366153846153846,13
45.0,M,62.76426,8.315227272727272,22
45.0,M,62.8,5.674444444444444,63
45.0,M,62.9,5.787105263157895,19
45.0,M,63.0,6.5990329218107,972
45.0,M,63.3,9.711376470588235,170
45.0,M,63.5,7.352134615384615,52
45.0,M,63.6,7.110807692307692,52
45.0,M,63.8,5.139333333333333,36
45.0,M,64.0,6.665445350734095,613
45.0,M,64.1,6.140714285714286,14
45.0,M,64.2,5.166636363636363,22
45.0,M,64.3,6.391736842105263,19
45.0,M,64.3736,7.923659292035398,452
45.0,M,64.4,6.8020000000000005,13
45.0,M,64.5,6.838719298245614,57
45.0,M,64.6,4.222689655172414,29
45.0,M,64.8,6.440086956521738,23
45.0,M,65.0,6.508240198785202,1811
45.0,M,65.5,6.549017543859649,57
45.0,M,65.6,5.7924999999999995,14
45.0,M,65.7,7.379941176470588,17
45.0,M,65.98294,8.134421052631579,19
45.0,M,66.0,6.665279588336192,583
45.0,M,66.3,6.261368421052631,19
45.0,M,66.5,9.527473684210525,38
45.0,M,66.6,7.609285714285714,28
45.0,M,66.8,5.73904,50
45.0,M,67.0,6.844575572519084,655
45.0,M,67.5,6.6748245614035095,57
45.0,M,67.59228,7.282848484848485,33
45.0,M,67.6,6.8751875,16
45.0,M,68.0,7.01981129476584,726
45.0,M,68.2,6.967529411764706,17
45.0,M,68.5,7.002142857142857,14
45.0,M,68.6,8.223833333333333,24
45.0,M,68.7,6.139538461538461,13
45.0,M,68.8,6.5649999999999995,28
45.0,M,69.0,7.289874809160306,655
45.0,M,69.1,6.2529375,16
45.0,M,69.20162,7.958609756097561,41
45.0,M,69.3,7.672909090909091,11
45.0,M,69.4,5.444909090909091,11
45.0,M,69.6,5.212428571428572,28
45.0,M,70.0,6.647779535864979,1896
45.0,M,70.7,8.101866666666666,15
45.0,M,70.8,7.2624545454545455,33
45.0,M,70.81096,7.137949999999999,40
45.0,M,71.0,6.9921875,368
45.0,M,71.5,4.49325198938992,377
45.0,M,71.7,6.099478260869565,138
45.0,M,71.8,6.087395348837209,43
45.0,M,72.0,6.881784055727554,1292
45.0,M,72.2,5.127727272727273,11
45.0,M,72.4203,7.970267015706805,191
45.0,M,72.5,6.939142857142857,28
45.0,M,72.6,6.491625,24
45.0,M,72.7,8.43507638888889,432
45.0,M,73.0,5.9670000000000005,999
45.0,M,73.22497,6.923666666666667,12
45.0,M,73.5,8.159538461538462,26
45.0,M,73.9,8.448927272727273,55
45.0,M,74.0,5.97462831858407,339
45.0,M,74.02964,7.3428571428571425,28
45.0,M,74.3,7.800055555555556,36
45.0,M,74.5,8.38397014925373,67
45.0,M,74.7,5.732875,16
45.0,M,75.0,6.732680207433017,1157
45.0,M,75.1,6.078176470588235,17
45.0,M,75.5,6.105288461538462,52
45.0,M,75.63898,7.322142857142857,21
